,Rating,Title,Review,Review_Date
3773,4.0,nice phone,The media could not be loaded.,Reviewed in India 🇮🇳 on 31 July 2022
3774,4.0,Good battery life,Camera are not good,Reviewed in India 🇮🇳 on 12 July 2022
3775,4.0,Phone is nice but while playing games it was heating fastly the one deler must fix this problem,The product is useful,Reviewed in India 🇮🇳 on 12 July 2022
3776,4.0,Nord ce 2,Gud phone if your budget 25 k and you want  one plus brand . Definetly you purchases nord ce 2 .gud  battry life fast processing . Smooth touch and scrooling,Reviewed in India 🇮🇳 on 21 March 2022
3777,3.0,Could be improved,"I really loved the product it killed in performance, battery life and camera but there were tiny bits where improvement can be made like the fingerprint scanner is slow, gliding through UI feels slow and it doesn't come with Android 12.",Reviewed in India 🇮🇳 on 19 July 2022
3778,4.0,Average,Isn't as good as i thought about 1 plus.,Reviewed in India 🇮🇳 on 25 June 2022
3779,3.0,poor camera / budget phone/,writing this after using 3-4 monthscamera : 2/10bttry : 4/10brand value : 5/10build quality: ek baar gira to khatam,Reviewed in India 🇮🇳 on 28 August 2022
3780,3.0,Photo and video are not good in selfie,Camera is not working properly,Reviewed in India 🇮🇳 on 12 October 2022
3781,4.0,Nice phone.. really good..,All over very good product.. satisfied..,Reviewed in India 🇮🇳 on 9 July 2022
3782,4.0,Good one in budget of 25000,But the Nord 2 ce lite with same features is 3000 rs less in price. I don't know why.,Reviewed in India 🇮🇳 on 7 May 2022
3783,3.0,Superb phone in this budget,"All smooth operation, camera quality is very good",Reviewed in India 🇮🇳 on 3 October 2022
3784,4.0,Good one,This is good product from OnePlus brand. Go for it . Smooth as butter,Reviewed in India 🇮🇳 on 14 June 2022
3785,4.0,Very smooth touch it's nice,I like this phone. Really nice,Reviewed in India 🇮🇳 on 9 July 2022
3786,4.0,It's average phone,Battery life,Reviewed in India 🇮🇳 on 18 July 2022
3787,4.0,Okay,Ok Good Not Bad...,Reviewed in India 🇮🇳 on 13 July 2022
3788,4.0,Excellent 👍😊,Good,Reviewed in India 🇮🇳 on 22 July 2022
3789,4.0,Value for money,Camera is better then one plus nord 2,Reviewed in India 🇮🇳 on 4 July 2022
3790,4.0,A very good balanced phone,A very good balanced phone for everyone. Only thing missing is alert sliders which all OnePlus devices has.,Reviewed in India 🇮🇳 on 27 May 2022
3791,4.0,Battery backup is low,As it has fast charging but also drains the battery very fast.,Reviewed in India 🇮🇳 on 18 June 2022
3792,5.0,Very good phone.,Very good phone in this price segment.,Reviewed in India 🇮🇳 on 16 November 2022
3793,3.0,Battery life to short,Battery life to short,Reviewed in India 🇮🇳 on 14 October 2022
3794,4.0,Nice Product,It was good product in budget,Reviewed in India 🇮🇳 on 6 July 2022
3795,3.0,Ok,Thikhi hai,Reviewed in India 🇮🇳 on 23 October 2022
3796,4.0,Good,Good,Reviewed in India 🇮🇳 on 19 July 2022
3797,2.0,"1-oppo k10 पर वनप्लस का लोगो है बस, 2-सर्दी मैं भी साला गर्म हो जा रहा है 3-बकवास फोन है","1-सर्दी में भी गर्म हो रहे ,गर्मियों में लोगो की जान ले सकता है यह मोबाइल2-oppok10 पर सिर्फ वनपल्स का लोगो है और कुछ नही है3-जेब में बम का काम करेगा गर्मियों में4-फुददु मोबाइल",Reviewed in India 🇮🇳 on 19 December 2022
3798,4.0,Good,Exllent,Reviewed in India 🇮🇳 on 18 July 2022
3799,3.0,Worest camara .. Speed and performance fine,,Reviewed in India 🇮🇳 on 21 October 2022
3800,3.0,Battery is draining,Waste of money,17 October 2022
3801,5.0,Nice mobile all functions are great 😃 tnku,Nice mobile all functions are great 😃 tnku,15 November 2022
3802,5.0,Value For Money,"I wanted to gift a fone to my parents, after a research of almost 20 days I ended up taking 2 mobiles of this Nord 2 5g...1) User friendly interface, specially for elder ones.2) Battery is long lasting3) Fingerprint senser is fast enough.4) The camera is satisfactory.5) Sound quality is wonderful.Overall the fone is worth the money.",3 June 2022
3803,3.0,Nice one plus product but could be better,"Average mobileCould be better in terms of battery life and osPros: amoled display, fast charging ,camera ,light weight ,not heating ,face lock ,not hangingCons : OS 11,should be 12,bettery last not more than 12-14 hrs ,mediateck processor who loves games ,price range slighty higher than Nord 2ce lite",11 June 2022
3804,5.0,Good processor,It's should be on screen not on power button,15 November 2022
3805,4.0,Phone looks is beautiful,Phone has good looks. Performance is nice. Missing sterio speaker at this price.,9 June 2022
3806,5.0,Worth it,Great features  as the name describes,16 November 2022
3807,5.0,Overall is nice phone in budget,Ok so mbl is nice all features meet criteria camera quality is not that much goodDisplay is ips in amoled gen so its a disadvantage,7 October 2022
3808,4.0,Mobile quality good...,Like this product....,17 July 2022
3809,2.0,Not good what expectations from one plus this is normal china phone,Hanging issue not as per the standards of One plus . It’s substandard product which really disappointed while using feel like china phones.,9 January 2023
3810,5.0,Try 64 mp camera mode it’s awesome,Great phone n smooooooth,23 November 2022
3811,3.0,V,"I can't expect with OnePlus mobile phone after having 4500mh, after only 3 months it's not running 12 hrs. Overall in all features I can rate good but in terms of battery 🔋 it's rubbish",22 July 2022
3812,5.0,Good,Hii,29 November 2022
3813,4.0,Super,Nice product,17 July 2022
3814,5.0,Looks beautiful,A good mobile looks beautiful,22 November 2022
3815,4.0,Normally,Normally,20 July 2022
3816,5.0,Good phone,All good,29 November 2022
3817,3.0,The battery got damaged within 1 year.,"Battery is dropping very fast it can't hold even 1 day ,I've to charge 2 time in a day ,I can't expected from one plus this kind of performance.",5 August 2022
3818,3.0,"Not worth the one plus brand, lot of better options available in this price range",Ordered with high expectations given my past experience with One Plus but this phone fully disappointed me  Don't feel any major difference between using basic smartphone of 13-17k range and this phone.- battery backup very power unlike other one plus phone- touch is also not very good- proximity sensor doesn't work sometimes- Camera is average,8 May 2022
3819,1.0,Battery..,"Don't buy, one basic thing is battery backu. This is 2nd OnePlus I m using and both are having same issue, battery drains very fast.",14 April 2023
3820,4.0,Expected more but disappointed,"Good experience,camera quality would be better,fast changing ok but getting more heated.Over all just okay.",Reviewed in India 🇮🇳 on 31 May 2022
3821,5.0,Good one,In this budget it is super,Reviewed in India 🇮🇳 on 18 November 2022
3822,4.0,Very good product,Performance is very important and it's here,Reviewed in India 🇮🇳 on 3 July 2022
3823,4.0,Quite good,It's normal. Charging speed is quite cool. Nothing like I am using OnePlus,Reviewed in India 🇮🇳 on 12 June 2022
3824,4.0,Android auto connecting issue,I noticed only one issue with this device is not connecting with android auto to my Nexon,Reviewed in India 🇮🇳 on 26 May 2022
3825,4.0,Waste money,Naam aur Paise ke hisab se iska battery backup aur camera quality sahi nhi hai,Reviewed in India 🇮🇳 on 31 May 2022
3826,3.0,Good but not best.,After use of 4 month of this phone I conclude that this phn is good at this price range .But it should be better. But sometimes phn feels like hand or slow even at 90hz amoled display. The best part is in 30 min it charges from 0 to 80% with the help of 65wt charger.,Reviewed in India 🇮🇳 on 24 May 2022
3827,5.0,Good,"I m purchase this phone its amazing quality, photos natural picI am satisfied for this phone",Reviewed in India 🇮🇳 on 27 October 2022
3828,5.0,vice product but camera problem,Nice,Reviewed in India 🇮🇳 on 29 November 2022
3829,3.0,Charger problm,Hi my Charger wire is not working could u pls help me out how can I change it,Reviewed in India 🇮🇳 on 1 September 2022
3830,4.0,Camera should mentain the natural photography.,"My experience is very good after using of 25 days. Battery backup is good,camara experience is Asame.Resresh rate 90.2 which is never hung this phone.",Reviewed in India 🇮🇳 on 9 April 2022
3831,4.0,Ausum phone is this price range,"It is very good phone in this price range good camera quality, very good finger print reader overall very nice phone i would really recommend this phone",Reviewed in India 🇮🇳 on 30 March 2022
3832,5.0,Best 👍 phone,I am first time switch in OnePlus Nord series..Over all good product in this price ranges 😊Good cameraBest UI very smoothly working,Reviewed in India 🇮🇳 on 18 October 2022
3833,4.0,Nice mobile,Nice mobile,Reviewed in India 🇮🇳 on 17 July 2022
3834,4.0,It's a nice product,Nord ce 2 camera nd battery good quality,Reviewed in India 🇮🇳 on 2 July 2022
3835,4.0,Not worth it,Definitely not worth the price,Reviewed in India 🇮🇳 on 12 July 2022
3836,3.0,A,A,Reviewed in India 🇮🇳 on 19 October 2022
3837,4.0,"Performance - 200% , Battery - lasts for 10-14 hrs but fast charging is best, camera :- 60%","Performance is best , just disappointed with camera and battery. It's not that good",Reviewed in India 🇮🇳 on 7 June 2022
3838,4.0,Not bade and average phone,Average phone,Reviewed in India 🇮🇳 on 18 July 2022
3839,4.0,Good quality products in this range,,Reviewed in India 🇮🇳 on 20 July 2022
3840,4.0,Average phone,"The paint work is not good bcz it's easily scratch with  small things which can visible and looks soo bad.. otherwise the battery performance, camera performance and software is exllent.",Reviewed in India 🇮🇳 on 18 March 2022
3841,4.0,Nice product with all required features,I didn't like Gallary.. couldn't able to make passwords for different folders in gallery,Reviewed in India 🇮🇳 on 7 June 2022
3842,4.0,🔥🔥,,Reviewed in India 🇮🇳 on 16 July 2022
3843,5.0,Good experience,Good phone for daily use,Reviewed in India 🇮🇳 on 20 November 2022
3844,5.0,Good,"The media could not be loaded.
                



 Good",Reviewed in India 🇮🇳 on 27 December 2022
3845,1.0,doenst worth for 19k...as good as 10k phone,doenst worth for 19k...as good as 10k phoneface unlock doesnt workkeys are not smoothcamera quality is pathetichanging issue,Reviewed in India 🇮🇳 on 17 April 2023
3846,5.0,Awesome mobile,All features are excellent,Reviewed in India 🇮🇳 on 23 November 2022
3847,4.0,"Performance worth its price, best in its category","Good buy, after 3 months use it offers optimum performance with respect to its price",Reviewed in India 🇮🇳 on 29 May 2022
3848,3.0,I think realme 9 pro and redmi note 11 pro plus is better than this .,Display look like an average speed.It's look like a 10000 phone .Don't buy this phone.,Reviewed in India 🇮🇳 on 31 August 2022
3849,5.0,Worth to Buy with 25K,Firstly would like to say thank you so much Amazon for quick delivery.Writing review after using 15 days.90hz processor is quite impressive and Battery life easily sustainable for 16 -20 hours perhaps not playing games.Takes 30 minutes from 10 to 100% charging.Camera quality is not that bad. Overall i would say with 25k worth to buy.,Reviewed in India 🇮🇳 on 29 June 2022
3850,1.0,You might got cheated while buying it online,"My phone has been linked with another OnePlus account. I'm unable to link it on OnePlus red cable device and somebody has already claimed its reward by its IMEI no. This is frustrating, don't go through online mode for buying any phone..",4 April 2023
3851,5.0,👍❤️,Oxygen OS smooth and no lags and cemara quality is too good 👍,6 November 2022
3852,5.0,Amazing. Very up-to-date and can't think of anything missing,"Ordered after comparing samsung M33, lava Agni, redmi and other phones in this range but ordered this one because of brand value and features. Can't think of anything missing in this phone which I might have got in more expensive phones except water proof. Went to store and checked phones physically as well and landed on this one finally. Absolutely no regrets whatsoever ....",14 June 2022
3853,4.0,Budget friendly and compact power house,Camera quality 7 out of 10 rest are ok,28 June 2022
3854,5.0,Good product,Yes ..... Very Good....,20 November 2022
3855,3.0,Camera clarity is worst,"OnePlus is losing its originality, previous OnePlus mobiles are very good in terms of camera , performance etc.,,But now (OnePlus Nord CE 2) is not having such great features .Camera clarity is worst.Performance is below average ( BGMI cannot play effectively)Battery is good.Design is decent.",8 June 2022
3856,5.0,Easy to use without any hang on.,One plus now-a-days is the most favorable mobile among software lovers.,9 November 2022
3857,2.0,Paisa barbad,Process is not good in this price . paisa barbad. Not Value for money,24 January 2023
3858,1.0,Heating problem,I'm buy mobile before last 1 month but high heating problem....don't Mobile this model,25 April 2023
3859,1.0,Got problem with in five months it self not satisfied,Battery got problem service centre response is very bad they ask me tosubmit the phone for 7days .how it is possible to give the phone it just to change the battery it takes 7 days means very bad service.,2 April 2023
3860,4.0,Quality was good and light weight,"Camera quality should have been more. Price should have been bit less, Becoz for the lesser cost many other companies providing the same features and more even.",24 March 2022
3861,4.0,average,as,18 July 2022
3862,1.0,Fast charge is not working at all,"As per the specifications, I see it can charge 100% with in 30 minutes but it is taking more than 90 minutes for fully charge.doubting did I get a defect piece... Rest all specs good.",8 April 2023
3863,5.0,Amazing look,Good looking & good function,21 November 2022
3864,4.0,Good,,17 July 2022
3865,4.0,OnePlus Nord CE 2,Jhakkash and Brand,15 July 2022
3866,3.0,Worst camera quality,Everything is fine in this phone but the build quality looks much cheaper and camera quality is worst then 10K phones and genuinely my older phone Realme 5 Pro gives much better picture quality then this phone. Previously I have used OnePlus X too and my experience was very good with that phone that's why I bought OnePlus phone again.,28 April 2022
3867,5.0,Amazing 😍,I like this product,20 November 2022
3868,3.0,Average Mobile,Everything is ok but in sunlight the brightness is very low even nothing is visible in sunlight,1 September 2022
3869,5.0,low budget high camera quality seek look dashing phone,Pros.1. Low Cost got in 18k2. Sleek Look3. Good Camera Quality4. Fast ChargingCons.1. Finger print scanner on right side of phone. Not tht good2. More colors could be givenoverll 4.5,24 August 2022
3870,5.0,Nice,I like it,24 November 2022
3871,5.0,Good,Smooth Operation,24 November 2022
3872,5.0,Gst claim,GST claim,23 November 2022
3873,4.0,Nice Phone but battery life not long,Nice Phone but battery life poor,9 July 2022
3874,5.0,In one word - Awesome,Better Performance,26 November 2022
3875,5.0,Good,Good everything,26 November 2022
3876,5.0,Very Good Product,Very Good Product,23 November 2022
3877,5.0,Good,Best price,24 November 2022
3878,5.0,Good,"Writing after a month's use. Other than fingerprint the phone is good to use. Pocket friendly. Fingerprint isn't quick and your screen need to be awake to use finger print otherwise it doesn't work. Phone is good to use. Touch, battery , camera is good. Processor is also good. Overall phone is good for someone who has minimal usage. Overall a good one and pocket friendly",30 May 2022
3879,4.0,Good,Nice,15 July 2022
3880,4.0,Good,Very good mobile bute batter is low,30 June 2022
3881,4.0,Nice one,Good quality,18 July 2022
3882,4.0,Not good battery backup,Battery backup not good,8 July 2022
3883,5.0,One pluse ce2 best phone,One plus CE 2 This is good smart phone because this phone all over used best.,31 October 2022
3884,4.0,Very good working phone as of now,Vey good working  . I am fully satisfied withThe mobile .,8 June 2022
3885,3.0,Best budget phone but need to improve internet connectivity,"The internet connectivity issues are there. Even we connected to 50mbps broadband it’s taking so much time to load the pages, YouTube etc",16 August 2022
3886,5.0,Very good product,Very good👍,23 November 2022
3887,5.0,Sexy phone hai,"Awesome phone hai....""Jyada dimaag mat lagao bas le lo yeh phone"", you won't get disappointed..",31 October 2022
3888,4.0,Good phone,Good phone,17 July 2022
3889,5.0,Nice pic,Gjb,25 November 2022
3890,5.0,Nice phone i like this phone camera good battery good,So very good and camera battery display all of good,Reviewed in India 🇮🇳 on 12 November 2022
3891,4.0,Nice one plas ce2lite 👍,,Reviewed in India 🇮🇳 on 15 July 2022
3892,5.0,Very nice product,Super camera,Reviewed in India 🇮🇳 on 27 November 2022
3893,5.0,Thank you amazon,Nice product,Reviewed in India 🇮🇳 on 25 November 2022
3894,3.0,Average phone.Not worth it,Display and camera not upto mark.Waste of money....,Reviewed in India 🇮🇳 on 26 September 2022
3895,4.0,Excellent Mobile,Good Mid range phoneLight weight - good feel on handSuper fast chargingDecent battery back upDiplay is smooth and Elegant .Camera quality is okOverall classy phone,Reviewed in India 🇮🇳 on 28 February 2022
3896,5.0,Nice,Fast charging,Reviewed in India 🇮🇳 on 25 November 2022
3897,4.0,Overall mobile is good,Good product,Reviewed in India 🇮🇳 on 14 July 2022
3898,4.0,Good,Good about quality but very soon get cracked,Reviewed in India 🇮🇳 on 30 June 2022
3899,5.0,Awesome 👍,Nsnnsnssm,Reviewed in India 🇮🇳 on 25 November 2022
3900,3.0,Most average phone....,Do buy only if you want one plus tag....else you can get better phones at this price.,Reviewed in India 🇮🇳 on 27 August 2022
3901,5.0,Good products,Bugget phone,Reviewed in India 🇮🇳 on 23 November 2022
3902,4.0,Nice,Nice,Reviewed in India 🇮🇳 on 17 July 2022
3903,5.0,Nice,,Reviewed in India 🇮🇳 on 25 November 2022
3904,3.0,Features and camera,"Liked the camera . Battery drowns very fast and no features , not worth of money.. OK OK phone.. but not worth of money",Reviewed in India 🇮🇳 on 11 August 2022
3905,5.0,Nice,Badhiya he,Reviewed in India 🇮🇳 on 26 November 2022
3906,5.0,Quality good,Good,Reviewed in India 🇮🇳 on 28 November 2022
3907,4.0,In that range go for it without any hesitation,Like that product go for it,Reviewed in India 🇮🇳 on 3 July 2022
3908,1.0,Not working properly,Very poor in signal and call also not getting proper voice . Waste of money choosing 1plus,Reviewed in India 🇮🇳 on 21 April 2023
3909,3.0,Don't buy for camara.,Poor camaraCopy device like Realme or other under 14k.Only placed brand name.If you want only brand name to show then it's good.,Reviewed in India 🇮🇳 on 13 August 2022
3910,5.0,Value for money,Products is nice,Reviewed in India 🇮🇳 on 22 November 2022
3911,4.0,Good,"The media could not be loaded.
                



 Good",Reviewed in India 🇮🇳 on 27 July 2022
3912,4.0,Build quality,Proformane is good..but build quality need to improve...compare to Nord 2 ..CE2 is not worth to by in 25k,Reviewed in India 🇮🇳 on 27 April 2022
3913,3.0,Heating problem is too dominating problem,Camera quality is very poor .,Reviewed in India 🇮🇳 on 3 October 2022
3914,4.0,Good,,Reviewed in India 🇮🇳 on 14 July 2022
3915,3.0,Phone started lagging within 3 months of usage.,RAM performance is not quite up to the mark.I can see phone lagging in normal day to day use also.,Reviewed in India 🇮🇳 on 25 August 2022
3916,1.0,Worst phone,Very worst phone totally money wasting,Reviewed in India 🇮🇳 on 30 April 2023
3917,3.0,Battery,Batter life is not good and some times phone is hanging,Reviewed in India 🇮🇳 on 13 September 2022
3918,1.0,Not a good phone,It doesn't provide good network not good for network,Reviewed in India 🇮🇳 on 27 April 2023
3919,4.0,Camera,Camera,Reviewed in India 🇮🇳 on 19 July 2022
3920,3.0,Battery Drains Fast,This Phone's camera does not have many features. Like Still video. Camera quality is ok. Battery Drains Fast. Overall ratings 3/5. Look for better options.,Reviewed in India 🇮🇳 on 11 August 2022
3921,5.0,"Worst experience, Failed Product",Don't Purchase it,Reviewed in India 🇮🇳 on 21 November 2022
3922,5.0,Value for money,,Reviewed in India 🇮🇳 on 23 November 2022
3923,5.0,Very good,One'plus,Reviewed in India 🇮🇳 on 24 November 2022
3924,5.0,Nice,I love it,Reviewed in India 🇮🇳 on 21 November 2022
3925,4.0,Brand of one plus,Like this product,Reviewed in India 🇮🇳 on 13 July 2022
3926,4.0,Good,Good,Reviewed in India 🇮🇳 on 17 July 2022
3927,4.0,Satisfactory,,Reviewed in India 🇮🇳 on 13 July 2022
3928,5.0,Lovely mobile one plus,Super❤️❤️❤️❤️❤️,Reviewed in India 🇮🇳 on 26 November 2022
3929,4.0,Good phone,"Cheapest one plus device but lacks many features, camera is not of a great quality, multitasking is quite good.",Reviewed in India 🇮🇳 on 27 April 2022
3930,4.0,Best,Oneplus Really A Brand. Value of Money.,Reviewed in India 🇮🇳 on 2 July 2022
3931,5.0,Very good,Good,Reviewed in India 🇮🇳 on 24 November 2022
3932,4.0,J,Good,Reviewed in India 🇮🇳 on 16 July 2022
3933,5.0,Good product,Superb smooth working,Reviewed in India 🇮🇳 on 21 November 2022
3934,5.0,Good phone,I like this product,Reviewed in India 🇮🇳 on 20 November 2022
3935,4.0,Nice,Nice phone,Reviewed in India 🇮🇳 on 13 July 2022
3936,5.0,Superb,Good phone,Reviewed in India 🇮🇳 on 22 November 2022
3937,3.0,Not very good,Issue in touch screen. Double tap screen lock not working everytime. Issue in receiving calls. Processing speed slow. Sometime deep touch needed.,Reviewed in India 🇮🇳 on 13 August 2022
3938,5.0,Awesome product,Very good,Reviewed in India 🇮🇳 on 26 November 2022
3939,3.0,Ok ok,Get's stuck sometimes and few apps need to close and open,Reviewed in India 🇮🇳 on 12 September 2022
3940,4.0,Nice phone,Nice phone,Reviewed in India 🇮🇳 on 14 July 2022
3941,4.0,"Not upto the mark from OnePlus,",Only i disegree with front selfi camera,Reviewed in India 🇮🇳 on 1 July 2022
3942,3.0,"Average phone, Bad camera","Phone is average when comparing to the other competitors of same price range.Good finger print reader, smooth,bad camera,",Reviewed in India 🇮🇳 on 28 August 2022
3943,5.0,Best,Best mobile,Reviewed in India 🇮🇳 on 22 November 2022
3944,3.0,"Camera clarity, battery life","Need to improve good camera clarity, battery life",Reviewed in India 🇮🇳 on 25 September 2022
3945,3.0,Speaker is not good on the phone,Camera is good and speaker is not good,Reviewed in India 🇮🇳 on 29 September 2022
3946,5.0,Super mobile,I like it,Reviewed in India 🇮🇳 on 23 November 2022
3947,4.0,Performance is quite good compare to Vivo & Oppo.,Battery capacity is quite low as compared to 5000Mah.,Reviewed in India 🇮🇳 on 27 June 2022
3948,4.0,Camera,Front camera wode angle need to be better,Reviewed in India 🇮🇳 on 23 June 2022
3949,5.0,Best experience,Nice product nd superb service,Reviewed in India 🇮🇳 on 19 November 2022
3950,4.0,All rounder,Performance is good . price little bit high remaining good,26 June 2022
3951,2.0,Horrible compromise on quality. Needed to get screen replaced in a month,Got it as a gift and what's the gift that lasts just a month. Within a month the screens vertical line touch was not responsible. Got a pick up and drop for service. But not a reliable product.,16 December 2022
3952,5.0,Good phone,Good phone,26 November 2022
3953,5.0,Love it,,22 November 2022
3954,5.0,❤️❤️❤️❤️❤️,Super but work with batry,19 November 2022
3955,4.0,Budget phone,Overall it's a good experience,9 July 2022
3956,5.0,Smart phones are really very smart. Just kidding,"Very very first, smooth, camera is good, I am very happy to use it.",31 October 2022
3957,3.0,Need 2 neno sim card slot,Heating issue when we are on call & when this mobile on charging,9 September 2022
3958,5.0,Good looking 👌 💯,Now till phone is good and valuable ..,14 November 2022
3959,4.0,I want camera but this is worst🙃,Camera is not good according to me. I buy this but camera quality of my mobile is worst,9 May 2022
3960,3.0,Poor Battery backup,Poor battery backup,Reviewed in India 🇮🇳 on 9 October 2022
3961,4.0,Nice product,Normally fingerprint sensor battery 🔋 nice backup camera 📸 quantity amazing,Reviewed in India 🇮🇳 on 15 June 2022
3962,3.0,Worst phone. Getting hanged after a week's purchase,While making call the entire screen/background is going white and was not able to do anything like accessing functions such as turning on speaker phone or even disconnecting. Again the phone only come to live when the other person doesn't answer the call. Even if the other person answer the call there was nothing that we can do,Reviewed in India 🇮🇳 on 25 April 2022
3963,4.0,Good buy,Enjoying using this mobile.,Reviewed in India 🇮🇳 on 6 July 2022
3964,1.0,My phone battery problem,My phone battery not working properly and so bad output of battery my phone,Reviewed in India 🇮🇳 on 22 April 2023
3965,5.0,Great phone,,Reviewed in India 🇮🇳 on 22 November 2022
3966,3.0,Speed is good but camera and display is not,Performance wise it is good but camera and display are bad,Reviewed in India 🇮🇳 on 18 September 2022
3967,5.0,battery issue and heat issue,the battery life is very bad. there is no point to get the high speed charging if the battery backup is worst. :(secondly the phone heat very badly. if watch the video on Youtube or if i am on call i cannot put phone on my ear seems like phone can blast in anytime.@oneplus team do you want to say something about it?,Reviewed in India 🇮🇳 on 20 May 2022
3968,3.0,After few month I am not happy,"After using 4-5 month , I m not happy with its performance, I m facing many software issues.Not good like my previous realme mobile..",Reviewed in India 🇮🇳 on 12 August 2022
3969,5.0,"mast hai lele, zyada mat soch.","mast hai lele, zyada mat soch.",Reviewed in India 🇮🇳 on 14 November 2022
3970,3.0,Worst and pathetic body,Body of the phone is very bad it has to be laminated otherwise it will destroy the back body of phone..you can't remove the dust spots on the phn,Reviewed in India 🇮🇳 on 26 July 2022
3971,5.0,It's a decent phone consisting of almost all features with a proper working.,"I like the phone it's beenmore than 2 months aince I bought it. I have zero complaints about it. And tha camera, battery, sensors, gestures, fingerprint, face recognition almost all features are absolutely amazing wait proper response and working. And being a OnePlus product I guess this phone can run for atleast 4-6 years without any issues if maintained properly. Worth the money",Reviewed in India 🇮🇳 on 5 June 2022
3972,5.0,Very nice 🙂👍,Very nice camera 👍📸J,Reviewed in India 🇮🇳 on 17 November 2022
3973,4.0,Everything is ok but feel bad for Android 12. I don't know about games otherwise very good buy.👍🏻,Fingerprint works excellentBattery for me more then enough and 65w charging incredible.Camera is good. Image quality surprised me.,Reviewed in India 🇮🇳 on 18 April 2022
3974,4.0,Camera quality is the best,Superb picture quality,Reviewed in India 🇮🇳 on 8 July 2022
3975,4.0,Luxury with ......,Good choice for a low cost luxury,Reviewed in India 🇮🇳 on 3 July 2022
3976,1.0,Not good mobile,Battery life is very bad not looks 5000 mah.Looks like 2000 mah.,Reviewed in India 🇮🇳 on 23 April 2023
3977,3.0,Battery problem,I received the defect product the battery was drain quickly compare to normal,Reviewed in India 🇮🇳 on 5 September 2022
3978,3.0,Good phone but I guess Nokia is far better there is some ussue during phone call [it hangs],"Like  charging speed, battey life canera, display quality.DislikeSoftware issue it hangsa during call",Reviewed in India 🇮🇳 on 25 August 2022
3979,1.0,Worst phone,Worst phone touch defective auto work when we call to someone auto call disconnect auto mute,Reviewed in India 🇮🇳 on 21 April 2023
3980,4.0,"Heating issue, finger print not working...go with another model instead of this...","Purchased in Apr month... Heating issue, finger print not working...go with another model instead of this...",11 May 2022
3981,1.0,"Battery capacity is very low, camera quality is not good","Camera quality utani achchhi nhi hai battery capacity bahut kam hai ek bhi din nhi chalti , properly use karne par 7 se 8 ghnate chalti hai so this phone is not gud",3 April 2023
3982,4.0,A good phone,I like everything except proximity sensor. Proximity sensor is not working properly.,14 June 2022
3983,4.0,Phone is very nice & 2 month hogaye h mujhe use karte it's good.,"The media could not be loaded.
                



 Very good battery life/ charging, camera & spl light weight, i bought oneplus phone 1st time and experience was good.",25 May 2022
3984,3.0,Good phone but doesn't support hdr,One plus claim to have hdr 10+ certified dis play but it doesn't support hdr videos playing.otherwise all are good.,22 August 2022
3985,3.0,Battery backup is very disappointed,Battery backup disappointed,8 October 2022
3986,1.0,Suresh goud,It's not working properly  I lost money,28 April 2023
3987,1.0,Call drop issue when connected to wifi,"After unboxing the phone and inserting a sim i got a shock when the call was disconnecting repeatedly. No issue with network, this phone's voice over wifi has some major software bug that doesn't allow incoming and outgoing calls when you are connected to wifi. U need to clear data and cache from the phone app every 2 days just to make calls!! Welcome to 2023 where a OnePlus phone won't allow u to make calls",15 March 2023
3988,3.0,Some times hang and automatically contacts remove apart from that good phone,Contact disable suddenly and hang some time,29 September 2022
3989,4.0,Overall Good mobile,"Although price is bit higher, mobile is good.Using from last one month,sound, camera clarity,battery back up good.night clicks not so good.",16 April 2022
3990,5.0,Super phone,Very Happy with the phone in this price range,Reviewed in India 🇮🇳 on 16 November 2022
3991,5.0,I like this phone,All over mobile is good like my expectations.I think about many time for purchasingBut all doubt clearCamera quality goodBattery life one dayFast chargingDisplay goodMOBILE BRIGHTNESS LOW WHEN I USE MOBILE SUNLIGHT ITS NAGATIVE POINTBRIGHTNESS SHOULD BE INCREASE,Reviewed in India 🇮🇳 on 11 August 2022
3992,5.0,Nice,Fingerprint and battery and camera very good,Reviewed in India 🇮🇳 on 12 November 2022
3993,5.0,Overall it is good,But the Camera quality is not good.If they increase cam quality then this phone is best,Reviewed in India 🇮🇳 on 25 October 2022
3994,1.0,Bad experience,Battery and camera not good itne peso m hum or acha phone le sakte hai 1plus ki jitni tareef suni thi is phone bekaar kar di me kahunga ye phone na isse acha oppo Vivo hai,Reviewed in India 🇮🇳 on 1 April 2023
3995,4.0,Very good phone i love it,,Reviewed in India 🇮🇳 on 8 July 2022
3996,5.0,Excellent camera results,"Best purchase, value for money and awesome camera results",Reviewed in India 🇮🇳 on 12 November 2022
3997,5.0,Very good,Nice,Reviewed in India 🇮🇳 on 26 November 2022
3998,4.0,Nice mobile,Nice camera in very good battery backup,Reviewed in India 🇮🇳 on 29 June 2022
3999,3.0,Mobile is Good but only one sim is suported,"Camera not Good,poor quality",Reviewed in India 🇮🇳 on 6 October 2022
4000,3.0,Camera,Received my one plus nord CE 2 5G in my view one plus really need to work on their camera both rear and front camera really sucks you get better camera quality in the same price range. I didn’t expect this from brand like one plus. Hoping to see camera updates to fix the problems.,13 May 2022
4001,5.0,No words,"I'm writing a review after a  week it's was really amazing phone,to delivery they have taken 15days . overall phone was amazing.",11 October 2022
4002,3.0,Literally I m not happy this phone.,Battery backup is to short .Finger print is not good.Phone heating problem.Notification indicater is not available.Face lock is to slow.Phone charging is to slow 33W.charger,27 July 2022
